book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
2142,1375,1375,1474309,255,147712556,9780147712550.0,"Homer, Robert Fagles, Bernard Knox",-762.0,Ἰλιάς ; Ὀδύσσεια,The Iliad/The Odyssey,eng,4.03,47825,51098,537,916,2608,10439,17404,19731,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2144,6882,6882,1289201,163,61120669,9780061120660.0,Henri Charrière,1969.0,Papillon,Papillon,,4.23,39073,43357,1421,349,1145,6297,15869,19697,https://images.gr-assets.com/books/1327865561m/6882.jpg,https://images.gr-assets.com/books/1327865561s/6882.jpg
2149,9814682,9814682,21619517,15,345529057,9780345529050.0,George R.R. Martin,2011.0,,"A Song of Ice and Fire (A Song of Ice and Fire, #1-4)",en-US,4.63,28654,39174,963,219,431,1953,8453,28118,https://images.gr-assets.com/books/1328046798m/9814682.jpg,https://images.gr-assets.com/books/1328046798s/9814682.jpg
2151,16148398,16148398,25390766,4,,,"Brian K. Vaughan, Fiona Staples",2012.0,Saga #1,Saga #1,eng,4.15,38729,39001,980,2085,1897,4707,9555,20757,https://images.gr-assets.com/books/1358637990m/16148398.jpg,https://images.gr-assets.com/books/1358637990s/16148398.jpg
2152,1651302,1651302,2191060,53,60887370,9780060887380.0,Sara Shepard,2007.0,Perfect,"Perfect (Pretty Little Liars, #3)",eng,4.02,50922,55030,2204,638,2800,12529,18078,20985,https://images.gr-assets.com/books/1363681820m/1651302.jpg,https://images.gr-assets.com/books/1363681820s/1651302.jpg
2155,22076,22076,2818729,105,743211375,9780743211380.0,Stephen King,2002.0,From a Buick 8,From a Buick 8,en-US,3.42,47320,50079,1279,2180,6822,17825,14139,9113,https://images.gr-assets.com/books/1304686732m/22076.jpg,https://images.gr-assets.com/books/1304686732s/22076.jpg
2158,17136,17136,17410699,31,1593083254,9781593083250.0,"H.G. Wells, Alfred MacAdam",1968.0,The Time Machine and The Invisible Man,The Time Machine/The Invisible Man,,4.08,47600,48403,217,386,1677,9917,18120,18303,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2168,169848,169848,18658793,35,1593080336,9781593080330.0,"Charles Dickens, Katharine Kroeber Wiley",1843.0,,"A Christmas Carol, The Chimes and The Cricket on the Hearth",,4.11,48557,48945,263,719,2086,9426,15751,20963,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2170,16790,16790,6277491,59,380789027,9780380789020.0,Neil Gaiman,1998.0,Smoke and Mirrors: Short Fiction and Illusions,Smoke and Mirrors: Short Fiction and Illusions,eng,4.05,46486,52735,2160,246,1631,10927,22352,17579,https://images.gr-assets.com/books/1409595076m/16790.jpg,https://images.gr-assets.com/books/1409595076s/16790.jpg
2172,4985,4985,438581,67,385333501,9780385333500.0,Kurt Vonnegut Jr.,1968.0,Welcome to the Monkey House,Welcome to the Monkey House,eng,4.13,40071,42825,1489,153,970,7970,17613,16119,https://images.gr-assets.com/books/1381107552m/4985.jpg,https://images.gr-assets.com/books/1381107552s/4985.jpg
2174,2279,2279,1732395,23,671869205,9780671869200.0,David McCullough,1992.0,Truman,Truman,en-US,4.15,53088,54704,1767,1869,2168,7817,17033,25817,https://images.gr-assets.com/books/1364681969m/2279.jpg,https://images.gr-assets.com/books/1364681969s/2279.jpg
2182,3099787,3099787,3130946,18,1416974504,9781416974500.0,L.J. Smith,2008.0,"Night World, No. 1","Night World, No. 1 (Night World, #1-3)",en-US,4.04,54940,56461,2065,1380,3544,11281,15453,24803,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2184,13143,13143,2471943,82,446608815,9780446608820.0,James Patterson,1999.0,Pop Goes the Weasel,"Pop Goes the Weasel (Alex Cross, #5)",eng,3.98,46820,49447,927,270,1642,12009,20463,15063,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2192,18943,18943,1758112,27,60987529,9780060987530.0,Gregory Maguire,1999.0,Confessions of an Ugly Stepsister,Confessions of an Ugly Stepsister,en-US,3.51,50526,52251,3334,1560,5746,18019,18101,8825,https://images.gr-assets.com/books/1338457460m/18943.jpg,https://images.gr-assets.com/books/1338457460s/18943.jpg
2193,4268,4268,2961919,81,3426615355,9783426615360.0,Nick Hornby,2001.0,How to Be Good,How to Be Good,,3.18,37497,44660,2616,2082,8007,18544,11883,4144,https://images.gr-assets.com/books/1327935893m/4268.jpg,https://images.gr-assets.com/books/1327935893s/4268.jpg
2194,25494343,25494343,19104294,64,1442468351,9781442468350.0,Cassandra Clare,2016.0,Lady Midnight,"Lady Midnight (The Dark Artifices, #1)",eng,4.47,84711,93259,12298,1511,1870,7629,22675,59574,https://images.gr-assets.com/books/1460477682m/25494343.jpg,https://images.gr-assets.com/books/1460477682s/25494343.jpg
2195,2325825,2325825,3897683,81,1905294719,9781905294720.0,Cornelia Funke,2007.0,Tintentod,"Inkdeath (Inkworld, #3)",eng,3.93,53591,59638,2729,1518,4052,13029,19302,21737,https://images.gr-assets.com/books/1327341991m/2325825.jpg,https://images.gr-assets.com/books/1327341991s/2325825.jpg
2198,587582,587582,44016,58,345335651,9780345335650.0,David Eddings,1982.0,Queen of Sorcery,"Queen of Sorcery (The Belgariad, #2)",en-US,4.13,49355,52912,793,337,1605,9875,19868,21227,https://images.gr-assets.com/books/1428943169m/587582.jpg,https://images.gr-assets.com/books/1428943169s/587582.jpg
2201,5056084,5056084,5122699,58,61668036,9780061668040.0,Aprilynne Pike,2009.0,Wings,"Wings (Wings, #1)",en-US,3.75,62566,66249,4840,2881,6122,16543,19767,20936,https://images.gr-assets.com/books/1327983077m/5056084.jpg,https://images.gr-assets.com/books/1327983077s/5056084.jpg
2206,9902804,9902804,14795098,15,1609411153,9781609411150.0,"Chelsea Handler, Johnny Kansas, Stephanie Stehling, Heather McDonald, Roy Handler, Brad Wollack, Amber Mazzola, Josh Wolf, Shoshanna Handler, Eva Magdalenski, Amy Meyer, Glen Handler, Dave Mallow, Sarah Colonna",2011.0,,Lies That Chelsea Handler Told Me,eng,3.74,37936,41529,1582,1509,3921,10998,12612,12489,https://images.gr-assets.com/books/1344264536m/9902804.jpg,https://images.gr-assets.com/books/1344264536s/9902804.jpg
2209,569564,569564,3000541,828,517053616,9780517053610.0,William Shakespeare,1623.0,The Complete Works,The Complete Works,eng,4.49,39503,46010,726,448,695,4279,10908,29680,https://images.gr-assets.com/books/1327884293m/569564.jpg,https://images.gr-assets.com/books/1327884293s/569564.jpg
2232,17888952,17888952,25035204,51,62294377,9780062294370.0,Mitch Albom,2013.0,The First Phone Call from Heaven,The First Phone Call from Heaven,eng,3.73,38957,43318,4466,1318,3523,12207,14618,11652,https://images.gr-assets.com/books/1380034020m/17888952.jpg,https://images.gr-assets.com/books/1380034020s/17888952.jpg
2256,381421,381421,371207,75,1591451884,9781591451880.0,Sarah  Young,2004.0,,Jesus Calling: Enjoying Peace in His Presence,,4.54,35219,38748,984,683,781,2888,7127,27269,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2257,14940,14940,461400,70,451218590,9780451218600.0,Edward Albee,1962.0,Who's Afraid of Virginia Woolf?,Who's Afraid of Virginia Woolf?,eng,4.09,45045,48063,1096,761,2266,8889,16237,19910,https://images.gr-assets.com/books/1327962277m/14940.jpg,https://images.gr-assets.com/books/1327962277s/14940.jpg
2259,17841,17841,11221066,201,015603297X,9780156032970.0,"Umberto Eco, William Weaver",1988.0,Il pendolo di Foucault,Foucault's Pendulum,en-US,3.89,40829,48898,2649,1633,3603,10343,16318,17001,https://images.gr-assets.com/books/1396645125m/17841.jpg,https://images.gr-assets.com/books/1396645125s/17841.jpg
2261,21445,21445,3132603,70,1594831114,9781594831120.0,"James Patterson, Maxine Paetro",2006.0,The 5th Horseman,"The 5th Horseman (Women's Murder Club, #5)",,4.03,45097,50553,1525,264,1519,11287,20628,16855,https://images.gr-assets.com/books/1396631487m/21445.jpg,https://images.gr-assets.com/books/1396631487s/21445.jpg
2269,43916,43916,2960376,39,586217835,9780586217830.0,Raymond E. Feist,1982.0,Magician,"Magician (The Riftwar Saga, #1-2)",eng,4.32,43964,47819,1118,423,1391,5933,14567,25505,https://images.gr-assets.com/books/1472201148m/43916.jpg,https://images.gr-assets.com/books/1472201148s/43916.jpg
2271,34527,34527,3312754,73,552153257,9780552153260.0,Terry Pratchett,1996.0,Feet of Clay,"Feet of Clay (Discworld, #19; City Watch, #3)",,4.26,46370,53657,1047,59,644,7988,21680,23286,https://images.gr-assets.com/books/1320490628m/34527.jpg,https://images.gr-assets.com/books/1320490628s/34527.jpg
2274,9370,9370,1231351,29,1842430343,9781842430350.0,Tom Robbins,1990.0,Skinny Legs and All,Skinny Legs and All,,4.03,32991,36509,1288,490,1508,7482,13828,13201,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2297,14706,14706,16721,260,553213482,9780553213480.0,"Johann Wolfgang von Goethe, Peter Salm",1808.0,Faust. Eine Tragödie,Faust: First Part,eng,3.93,43276,48935,815,881,3226,11099,16802,16927,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2301,6043849,6043849,6219422,63,1406310263,9781406310270.0,Patrick Ness,2009.0,The Ask and the Answer,"The Ask and the Answer (Chaos Walking, #2)",eng,4.2,45578,53229,5069,707,1733,7884,18639,24266,https://images.gr-assets.com/books/1408312960m/6043849.jpg,https://images.gr-assets.com/books/1408312960s/6043849.jpg
2304,46165,46165,2520849,607,684843781,9780684843780.0,F. Scott Fitzgerald,1920.0,This Side of Paradise,This Side of Paradise,eng,3.68,40074,47633,2777,1137,4298,14047,17247,10904,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2309,597790,597790,5725966,126,7246226,9780007246230.0,"J.R.R. Tolkien, Christopher Tolkien, Alan Lee",2007.0,The Children of Húrin,The Children of Húrin,eng,3.94,39551,47873,2413,653,2726,11037,17884,15573,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2310,78427,78427,2393600,32,785289089,9780785289080.0,Dave Ramsey,2003.0,The Total Money Makeover: A Proven Plan for Financial Fitness,The Total Money Makeover: A Proven Plan for Financial Fitness,,4.29,37689,43267,3614,484,1197,5755,13875,21956,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2312,234724,234724,2393951,41,765340054,9780765340050.0,Orson Scott Card,2002.0,Shadow Puppets,"Shadow Puppets (Ender's Shadow, #3)",,3.88,43517,46456,930,503,2455,12056,18521,12921,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2314,10979,10979,1595500,136,679732268,9780679732270.0,William Faulkner,1932.0,Light in August,Light in August,en-US,3.93,42101,44421,1948,1258,2863,9000,15803,15497,https://images.gr-assets.com/books/1355360091m/10979.jpg,https://images.gr-assets.com/books/1355360091s/10979.jpg
2320,14318,14318,20014,79,743244583,9780743244590.0,Bob Dylan,2004.0,Chronicles: Volume One,"Chronicles, Vol. 1",eng,3.98,35468,38117,1350,1010,2024,7643,13330,14110,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2331,25111004,25111004,40214925,25,1501110349,9781501110340.0,Colleen Hoover,2015.0,November 9,November 9,en-US,4.41,53321,59828,10670,853,1617,5629,15492,36237,https://images.gr-assets.com/books/1447138036m/25111004.jpg,https://images.gr-assets.com/books/1447138036s/25111004.jpg
2339,5114,5114,1839410,89,316766941,9780316766940.0,J.D. Salinger,1955.0,"Raise High the Roof Beam, Carpenters / Seymour: An Introduction","Raise High the Roof Beam, Carpenters & Seymour: An Introduction",eng,4.11,36751,40410,1373,360,1483,7692,14592,16283,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2342,12321,12321,338580,658,014044923X,9780140449240.0,"Friedrich Nietzsche, R.J. Hollingdale, Michael Tanner",1886.0,Jenseits von Gut und Böse: Vorspiel einer Philosophie der Zukunft,Beyond Good and Evil,eng,4.01,37181,43322,1080,841,2112,8750,15897,15722,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2347,31340,31340,2926033,54,99471434,9780099471430.0,Anne Rice,1993.0,Lasher,"Lasher (Lives of the Mayfair Witches, #2)",eng,3.84,45760,49919,786,995,3683,13087,16887,15267,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2352,10596,10596,955346,110,451191013,9780451191010.0,"Richard Bachman, Stephen King",1996.0,The Regulators,The Regulators,eng,3.63,49405,53263,903,1642,5634,16854,15840,13293,https://images.gr-assets.com/books/1364033309m/10596.jpg,https://images.gr-assets.com/books/1364033309s/10596.jpg
2355,54539,54539,3049535,762,1416500340,9781416500350.0,George Eliot,1861.0,Silas Marner: The Weaver of Raveloe,Silas Marner,,3.6,48196,55276,2616,2514,5601,16073,18493,12595,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2358,7930335,7930335,11254781,50,316123536,9780316123530.0,"Kami Garcia, Margaret Stohl",2012.0,Beautiful Redemption,"Beautiful Redemption (Caster Chronicles, #4)",eng,3.94,48268,56107,3949,1008,3513,12988,19082,19516,https://images.gr-assets.com/books/1331049809m/7930335.jpg,https://images.gr-assets.com/books/1331049809s/7930335.jpg
2362,85431,85431,857093,34,306814250,9780306814260.0,H.G. Bissinger,1988.0,"Friday Night Lights: A Town, a Team, and a Dream","Friday Night Lights: A Town, a Team, and a Dream",,4.11,35799,39185,1835,808,1603,6623,13558,16593,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2366,1715,1715,2870411,437,014044789X,9780140447900.0,"Ovid, David Raeburn, Denis Feeney",8.0,Metamorphoses,Metamorphoses,eng,4.03,42590,47948,1121,680,2239,10119,16766,18144,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2368,77398,77398,879027,34,743203631,9780743203630.0,Robert Morgan,1999.0,Gap Creek : The Story Of A Marriage (Oprah's Book Club),Gap Creek,en-US,3.71,42122,43630,1406,788,3123,13790,16083,9846,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2379,6520,6520,471326,37,1594481954,9781594481960.0,James Frey,2005.0,My Friend Leonard,My Friend Leonard,,3.83,34996,36676,1589,700,2536,9761,12977,10702,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2381,1829709,1829709,3236104,47,316002860,9780316002870.0,James Patterson,2008.0,The Final Warning,"The Final Warning (Maximum Ride, #4)",en-US,3.86,55993,59761,2513,2201,5369,13265,16935,21991,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2389,542414,542414,1779383,58,142405787,9780142405790.0,Anthony Horowitz,2004.0,Scorpia,"Scorpia (Alex Rider, #5)",eng,4.16,44197,45902,1147,357,1586,8377,15847,19735,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2394,1895792,1895792,6807768,32,61140988,9780061140980.0,L.J. Smith,2007.0,The Fury and Dark Reunion,"The Fury / Dark Reunion (The Vampire Diaries, #3-4)",en-US,3.74,51745,54315,1762,2144,5695,14228,14472,17776,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2402,1537534,1537534,1205579,50,60887397,9780060887390.0,Sara Shepard,2008.0,Unbelievable,"Unbelievable (Pretty Little Liars, #4)",en-US,4.06,46722,50026,1856,594,2354,10544,16409,20125,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2403,45195,45195,4574850,194,014144116X,9780141441160.0,"E.M. Forster, Oliver Stallybrass, Pankaj Mishra",1924.0,A Passage to India,A Passage to India,eng,3.66,46675,52900,2446,1581,4821,15168,19530,11800,https://images.gr-assets.com/books/1421883612m/45195.jpg,https://images.gr-assets.com/books/1421883612s/45195.jpg
2412,12341557,12341557,15678889,76,,,"Stephen King, Jae Lee",2012.0,The Wind Through the Keyhole,"The Wind Through the Keyhole (The Dark Tower, #4.5)",eng,4.14,35888,46620,4162,315,1269,7928,18952,18156,https://images.gr-assets.com/books/1328001524m/12341557.jpg,https://images.gr-assets.com/books/1328001524s/12341557.jpg
2417,11947829,11947829,17385456,55,1250006333,9781250006330.0,Amanda Hocking,2012.0,Ascend,"Ascend (Trylle, #3)",en-US,4.08,26350,53836,3408,918,2675,10081,17542,22620,https://images.gr-assets.com/books/1397955256m/11947829.jpg,https://images.gr-assets.com/books/1397955256s/11947829.jpg
2436,18600,18600,876314,62,60730552,9780060730550.0,Joe Simpson,1988.0,Touching the Void: The True Story of One Man's Miraculous Survival,Touching the Void: The True Story of One Man's Miraculous Survival,eng,4.2,36048,37885,1318,405,927,5750,14490,16313,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2440,12781,12781,1434467,129,312270828,9780312270830.0,Salman Rushdie,1988.0,The Satanic Verses,The Satanic Verses,eng,3.71,37354,42878,3036,2132,3911,10161,14645,12029,https://images.gr-assets.com/books/1281988101m/12781.jpg,https://images.gr-assets.com/books/1281988101s/12781.jpg
2449,6834410,6834410,7045390,59,385343663,9780385343660.0,Tom Rachman,2010.0,The Imperfectionists,The Imperfectionists,eng,3.54,36571,41966,5536,1199,4308,13687,16368,6404,https://images.gr-assets.com/books/1327935648m/6834410.jpg,https://images.gr-assets.com/books/1327935648s/6834410.jpg
